name,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption,number_Metal,number_1,number_2
hMOF-5001819,13.032831,13.897448,13.897441,89.969401,82.806474,82.822399,6.25,3.25,0.354294,519.9,779.6,12,54,12,39,0,0,0,0,12,0,0,2.60844,12,51,66
hMOF-5050786,15.944551,17.038272,15.021413,90.004029,89.997174,87.305147,11.25,8.25,0.791085,4331.1,2209.4,88,73,2,8,0,0,0,0,2,0,0,1.96189,2,10,161
hMOF-5033427,29.839134,29.839131,29.839125,89.974637,89.97802,90.030088,24.75,20.75,0.967008,5746.3,776.9,48,114,6,25,0,0,0,0,4,0,0,0.721532,4,29,162
hMOF-6002626,6.8179,12.200863,16.30555,94.302169,103.45525,107.143441,7.75,6.25,0.687059,3499.5,2399.2,12,20,0,10,0,0,2,0,0,0,0,0.605815,2,12,32
hMOF-5042851,9.065218,15.99535,8.140239,89.998714,89.997198,84.25413,5.75,4.25,0.412989,795.8,906.2,42,33,2,13,0,0,0,0,2,0,0,3.44564,2,15,75
hMOF-5024091,12.827893,21.295417,12.827885,89.9619,89.980728,90.030477,4.75,3.25,0.396906,355.4,682.7,30,84,12,39,0,0,0,0,12,18,0,2.36925,12,51,114
hMOF-14166,12.759401,16.959454,12.759393,89.969286,89.981504,90.020236,9.25,8.25,0.711577,2782.4,2085.6,40,48,0,23,0,0,0,0,4,0,0,1.35708,4,27,88
hMOF-24216,10.723024,9.730223,10.723024,89.99981,95.532131,89.999921,3.75,2.25,0.100544,0.1,0.2,14,40,4,16,14,0,0,0,4,0,0,0.00862037,4,20,54
hMOF-1004389,18.76049,14.560438,14.560438,60.003556,90.018061,60.023922,5.75,4.75,0.348465,640.5,980.8,14,76,0,32,32,0,0,0,0,0,6,3.2373,6,38,90
hMOF-5071252,14.971486,15.944493,13.448316,89.99927,89.998199,83.544586,12.25,9.75,0.803652,4597.6,2205.8,22,38,2,18,0,0,0,2,0,0,0,0.47889,2,20,60
hMOF-19619,16.992694,16.992695,16.053802,87.258926,92.750953,90.668223,16.75,15.75,0.85105,4495.2,1664.5,14,38,8,8,10,0,0,0,2,0,0,0.48811,2,10,52
hMOF-5062991,14.519709,13.33907,12.99646,90.002942,89.999398,99.65472,12.25,10.75,0.834575,3618.2,2092.2,5,28,2,8,0,0,0,2,0,3,0,0.329668,2,10,33
hMOF-5026696,25.639242,25.63924,17.077404,90.020723,90.01718,90.028283,20.75,18.75,0.899455,2919.9,1340.8,12,70,4,21,0,0,0,0,4,20,0,0.439423,4,25,82
hMOF-6001656,6.8179,9.514072,14.125465,92.613576,100.398878,118.843421,5.75,4.75,0.590152,1722.2,1811.9,16,18,0,10,0,0,2,0,0,0,0,2.98011,2,12,34
hMOF-5058439,19.18893,26.809956,27.732048,89.999364,97.106284,90.022679,22.75,21.25,0.927206,5058.1,1172.3,40,88,10,38,0,0,0,0,2,0,0,0.6207,2,40,128
hMOF-5036967,14.519709,8.559649,7.681481,85.0691,95.739713,76.729405,2.25,1.75,0.00495091,0,0,9,39,9,24,0,0,0,0,6,0,0,0,6,30,48
hMOF-5003728,19.805407,16.625545,19.805399,90.025578,90.019573,90.025558,6.25,3.75,0.54019,739.1,1380.6,20,160,0,52,0,0,0,0,16,44,0,3.04396,16,68,180
hMOF-3000507,29.99952,29.998686,29.995014,60.005185,60.010401,59.993433,18.75,17.25,0.84699,4900.3,1496.3,128,186,8,32,0,0,0,0,8,0,0,0.568443,8,40,314
hMOF-5059185,10.268362,9.065218,9.065218,85.015885,89.996569,89.995357,2.75,1.75,0.0358249,0,0,0,20,4,16,0,0,0,4,0,0,0,0,4,20,20
hMOF-3000453,29.917948,29.917021,29.913391,60.005297,60.010472,59.993667,21.75,18.75,0.861578,5222.8,1395,144,114,8,56,0,0,0,0,8,0,0,0.4921,8,64,258
hMOF-359,21.395364,12.759399,12.759393,90.026805,90.023491,90.030951,11.75,10.25,0.806443,3788.7,2100.9,13,36,0,13,0,7,0,0,4,0,0,0.824592,4,17,49
hMOF-26300,10.967874,14.853567,10.065875,98.805381,69.2295,84.184732,6.75,4.75,0.569784,1333.8,1286.6,52,44,2,8,0,0,0,0,2,0,0,4.20034,2,10,96
hMOF-6003185,6.8179,10.943632,10.943624,91.77106,108.838799,108.83888,4.75,3.75,0.308596,438.7,691.6,7,20,0,10,0,5,2,0,0,0,0,2.59618,2,12,27
hMOF-5045690,14.519709,10.489716,13.596369,89.998063,90.000291,84.10464,4.75,3.25,0.468651,1230.9,1212.6,6,44,4,16,6,0,0,0,4,0,0,1.75906,4,20,50
hMOF-5013815,21.395364,12.594516,21.395355,89.986917,89.975448,90.026767,8.75,5.25,0.694715,3129.6,2470.2,30,100,0,26,30,0,0,0,8,0,0,5.04784,8,34,130
hMOF-5073733,17.019383,17.038272,13.448316,89.993314,86.117264,87.246883,4.25,3.25,0.283015,127.8,288.7,48,126,6,24,0,0,0,6,0,36,0,1.38147,6,30,174
hMOF-5040691,14.519709,14.04422,13.596369,89.993157,90.000291,88.434511,15.75,14.75,0.876029,5850.8,1854.3,2,20,2,8,0,0,0,0,2,0,0,0.235593,2,10,22
hMOF-5033873,19.288864,11.792241,18.366186,89.993644,89.977106,83.664831,12.75,11.25,0.694893,2660.4,1677.2,64,102,2,8,0,0,0,0,2,0,0,2.14688,2,10,166
hMOF-5060383,11.792241,11.792254,11.295483,94.123239,85.870734,84.196007,4.75,3.25,0.446121,827.4,997.2,10,40,4,16,0,2,0,4,0,0,0,1.89587,4,20,50
hMOF-5054180,23.532407,23.532357,8.140239,89.990966,90.002624,82.838485,15.25,14.25,0.856473,3915.1,1836.6,24,56,6,22,0,0,0,0,2,0,0,1.14005,2,24,80
hMOF-5070457,10.489711,10.489741,13.330367,89.994717,90.008525,84.533091,6.75,5.75,0.496717,1467.6,1438.2,30,34,12,8,0,0,0,2,0,0,0,1.73656,2,10,64
hMOF-5072634,13.33907,15.944551,11.804365,101.830656,74.87513,99.564016,4.25,2.25,0.274143,182,244.7,44,84,4,34,0,0,0,4,0,0,0,1.3498,4,38,128
hMOF-5001438,10.685904,13.897441,10.686285,94.394146,90.334098,85.605969,10.25,9.25,0.738805,3244.9,2362.4,2,16,2,13,0,0,0,0,4,0,0,0.601237,4,17,18
hMOF-18654,9.065218,16.776229,9.065218,89.998456,94.984115,90.005845,5.25,4.25,0.500588,1532.3,1414.1,20,38,2,8,0,0,0,0,2,0,0,2.02831,2,10,58
hMOF-3001503,28.938199,28.937346,28.934044,60.005004,60.009897,59.99406,23.75,21.25,0.910985,5461.5,1163.1,48,66,8,46,0,0,0,8,0,0,0,0.279873,8,54,114
hMOF-5067228,11.792241,10.540539,10.268362,89.996859,89.999626,84.359454,7.25,6.75,0.554724,2119.1,1901.6,5,25,9,8,0,0,0,2,0,0,0,0.401191,2,10,30
hMOF-30693,8.559649,9.065218,7.540329,90.003038,89.998238,102.602725,7.25,6.25,0.575549,1771.8,2056.9,1,8,2,8,1,0,0,2,0,0,0,0.828259,2,10,9
hMOF-11800,12.759395,18.215405,18.215399,89.969449,90.014082,89.969779,12.25,10.75,0.835123,4594.6,2196,52,58,0,13,0,0,0,0,4,0,0,1.82318,4,17,110
hMOF-5058789,10.65455,11.792241,9.130313,89.995332,89.999724,84.339173,2.25,1.75,0.00253527,0,0,8,36,4,16,0,8,0,4,0,0,0,0,4,20,44
hMOF-5081259,19.288864,19.288864,17.766277,90.023305,89.979562,96.863758,4.75,3.25,0.347729,309.1,482.8,80,224,8,32,0,64,0,8,0,0,0,2.47327,8,40,304
hMOF-32688,10.967874,10.967829,9.4829,87.49439,68.707142,82.165976,7.75,6.75,0.624692,2084.1,1845.6,26,21,2,8,0,0,0,2,0,0,0,2.54912,2,10,47
hMOF-35911,10.723024,13.33907,9.198806,89.999439,89.996352,100.048582,7.75,6.25,0.703834,2055.5,1943,10,30,8,8,0,0,0,2,0,0,0,2.27648,2,10,40
hMOF-5003824,16.625547,16.625539,19.805404,90.027676,89.969301,89.975178,8.25,6.75,0.794535,5020.7,2759.5,24,68,0,28,0,0,0,0,8,0,0,1.011,8,36,92
hMOF-24061,10.654551,17.699083,16.776229,89.998433,90.006594,96.115857,5.25,3.25,0.441342,522.8,590.5,124,120,4,16,0,0,0,0,4,0,0,4.01642,4,20,244
hMOF-5052914,19.18893,14.519709,18.266242,89.992715,90.022918,96.587538,14.25,12.75,0.859139,4657.9,1875.6,70,63,10,8,0,0,0,0,2,0,0,1.14398,2,10,133
hMOF-5029587,25.639242,25.63924,18.050582,89.96818,89.976905,90.027658,21.75,19.75,0.928063,5483.5,1320.5,58,84,4,21,0,0,0,0,4,0,0,0.84042,4,25,142
hMOF-165,12.759401,17.077402,12.759393,89.965312,89.979062,90.024408,10.25,9.75,0.802587,3905.8,2202.5,30,37,0,13,0,0,0,0,4,0,0,1.29125,4,17,67
hMOF-5008933,16.625548,16.120484,16.625539,92.868615,89.979432,92.926626,18.25,17.25,0.897282,5335,1514.5,2,24,0,13,0,0,0,0,4,0,0,0.48517,4,17,26
hMOF-5035746,10.65455,14.519709,9.730223,89.994652,89.999957,84.082538,8.75,7.75,0.684308,2885.4,2192.2,2,26,8,8,0,0,0,0,2,0,0,0.882236,2,10,28
hMOF-5006702,16.12053,18.215404,18.215399,89.972485,92.916648,92.880662,8.75,6.25,0.768555,4863.4,2857.7,20,64,0,36,0,0,0,0,8,0,0,0.931278,8,44,84
hMOF-3236,17.077404,19.077432,17.077396,92.327207,90.019501,87.72721,17.25,16.25,0.889661,5194.7,1593.5,24,42,2,13,0,0,0,0,4,0,0,0.733931,4,17,66
hMOF-6000437,6.8179,11.168138,12.200737,92.529358,107.141108,108.508793,8.25,7.25,0.627629,2083.1,2053.9,4,12,6,10,0,0,2,0,0,0,0,0.743623,2,12,16
hMOF-5041349,10.65455,10.540539,9.730223,90.000775,89.996251,84.505197,5.25,4.25,0.456581,961.5,1135.1,34,26,12,8,0,0,0,0,2,0,0,3.35816,2,10,60
hMOF-5000002,12.759401,13.897448,12.759393,89.966603,89.980163,90.019217,4.25,3.25,0.245305,172.2,281.3,24,66,0,39,0,0,0,0,12,0,0,2.24007,12,51,90
hMOF-5054068,19.28884,23.532407,18.366186,90.012254,89.983729,97.012658,7.75,5.75,0.741439,3651.5,2473.5,72,128,80,24,0,0,0,0,4,0,0,1.13829,4,28,200
hMOF-34107,11.295663,12.837943,12.837942,94.82894,85.464944,94.531612,9.25,8.25,0.748202,1631.5,2050,9,32,2,8,0,0,0,2,0,9,0,1.52175,2,10,41
hMOF-15679,12.7594,17.639504,12.759393,78.757326,90.031564,78.802025,8.25,6.25,0.73818,3537.7,2494.1,14,48,8,13,0,0,0,0,4,0,0,2.21486,4,17,62
hMOF-5008428,17.640112,16.120444,17.640968,97.806502,87.86092,103.500183,12.25,9.25,0.835076,4613.9,2137.4,22,48,20,13,0,0,0,0,4,0,0,0.795968,4,17,70
hMOF-20140,9.065218,8.559649,8.140239,89.998339,89.997198,77.397275,2.25,1.25,0.000912853,0,0,2,16,4,16,2,0,0,0,4,0,0,0,4,20,18
hMOF-6174,12.827892,19.805407,19.805399,89.980427,90.022529,89.984608,16.75,15.75,0.864207,4750.7,1737.1,11,38,0,13,9,0,0,0,4,0,0,1.01477,4,17,49
hMOF-5074834,17.038272,17.019282,13.330367,93.87367,89.995338,87.241387,6.25,5.25,0.592276,1699.6,1608.4,30,92,4,16,26,0,0,4,0,0,0,5.89011,4,20,122
hMOF-4482,12.759401,12.7594,19.805399,89.977448,89.982079,90.014907,10.25,9.25,0.707731,2722.3,2050,16,56,0,13,16,0,0,0,4,0,0,2.76716,4,17,72
hMOF-11517,17.077404,12.759394,17.077396,90.026316,90.019501,90.015062,5.75,4.25,0.453048,1585.9,1369.6,72,116,0,13,0,0,0,0,4,0,0,1.50763,4,17,188
hMOF-6000098,6.8179,12.09593,19.551823,84.683747,101.663376,74.54972,8.75,7.75,0.723157,3015.2,2112,12,26,0,13,0,0,2,0,0,0,0,0.742614,2,15,38
hMOF-32178,10.967926,11.026607,7.540329,90.001604,77.872368,96.380754,4.25,3.25,0.355884,452.4,498.2,16,24,2,8,0,0,0,2,0,0,0,1.07941,2,10,40
hMOF-5018599,13.897449,18.050589,13.897441,89.972127,89.979267,90.0295,5.75,4.75,0.600449,1817.5,1728.3,72,82,0,26,0,0,0,0,8,0,0,4.82695,8,34,154
hMOF-5079167,16.9748,23.532357,15.455313,92.642146,90.973911,83.110074,15.75,13.75,0.896057,5040.5,1731.1,54,65,8,12,0,0,0,2,0,0,0,1.30804,2,14,119
hMOF-5050471,17.038272,16.098538,14.04422,87.028703,87.849783,87.069734,6.75,4.25,0.630756,2814.1,2154.9,44,72,4,34,0,0,0,0,4,0,0,2.02316,4,38,116
hMOF-13210,19.077236,15.297327,19.076919,78.489658,90.112677,102.3536,7.75,6.25,0.642714,2495.9,2005.8,76,88,36,26,0,0,0,0,8,0,0,2.59589,8,34,164
hMOF-36112,10.65455,14.853567,9.130313,89.999276,89.999724,84.05993,7.25,6.25,0.733697,2271.7,1993.6,12,34,6,8,0,0,0,2,0,0,0,2.43106,2,10,46
hMOF-5023160,21.295418,11.169416,11.169409,89.968635,89.957636,90.025965,5.75,4.75,0.506995,1185.9,1473.6,6,48,8,26,0,10,0,0,8,0,0,3.84742,8,34,54
hMOF-36422,16.109301,14.853567,14.586319,90.000002,89.999213,83.548205,13.75,12.75,0.850198,5290.6,2056.2,24,42,2,8,0,0,0,2,0,0,0,0.55037,2,10,66
hMOF-19449,16.109301,16.992695,15.186229,89.995943,89.999362,87.064852,10.75,9.25,0.774064,4643.7,2221.1,40,70,4,8,0,0,0,0,2,0,0,0.943075,2,10,110
hMOF-5017908,14.908571,18.050589,14.908308,93.269302,90.175053,86.724558,6.75,4.25,0.561817,1633.1,1747.6,16,76,0,26,0,20,0,0,8,0,0,4.21707,8,34,92
hMOF-5039538,8.559649,14.04419,7.681481,83.72884,94.91324,81.485221,5.75,3.25,0.468102,707.1,870.3,30,24,2,12,0,0,0,0,2,0,0,4.44566,2,14,54
hMOF-31716,16.974897,15.455301,10.723024,92.975888,83.933465,96.650569,4.75,3.25,0.415125,863.5,898.3,60,70,12,26,0,0,0,4,0,0,0,2.629,4,30,130
hMOF-35231,8.63474,8.597187,9.130307,82.300539,90.000313,92.880218,3.25,2.75,0.193751,0,0,26,27,2,8,0,0,0,2,0,0,0,1.48481,2,10,53
hMOF-5079088,23.532407,17.699083,16.176319,90.001389,89.988536,96.934153,7.75,6.25,0.751129,4015.1,2591.7,56,112,8,52,0,0,0,4,0,0,0,1.09018,4,56,168
hMOF-5063516,10.65455,12.503572,10.65455,86.442489,84.484931,93.549232,10.25,9.25,0.729931,3076.6,2198.3,6,20,2,8,4,0,0,2,0,0,0,0.944084,2,10,26
hMOF-26200,14.853567,8.559649,7.681481,85.08676,84.253558,103.293203,4.75,4.25,0.629678,670.8,866.9,36,34,2,8,0,0,0,0,2,0,0,5.51046,2,10,70
hMOF-37692,14.853566,15.625429,13.330367,71.918423,89.994651,83.949208,10.75,9.75,0.830093,3596.9,2267.8,26,52,2,19,0,0,0,2,0,0,0,1.74462,2,21,78
hMOF-5053242,10.540539,19.18893,9.616153,89.992615,89.995174,83.835137,8.75,5.75,0.584857,1760.5,1715,17,47,21,8,0,0,0,0,2,0,0,1.07701,2,10,64
hMOF-36582,16.956984,14.853559,15.455313,92.670929,87.518126,79.842436,6.25,5.25,0.653118,2756,2077.9,48,84,12,16,0,0,0,4,0,0,0,3.78871,4,20,132
hMOF-6000484,6.8179,7.190334,12.200863,91.281201,107.143441,60.611776,5.25,4.25,0.524574,1935.4,2335.4,0,8,0,10,0,0,2,0,0,0,0,1.05529,2,12,8
hMOF-5046470,10.65455,15.944551,9.730223,89.997716,89.996251,83.99182,6.75,5.25,0.553896,1452.9,1902.6,10,30,2,8,0,0,0,0,2,8,0,1.17907,2,10,40
hMOF-35625,16.109301,11.804365,16.109301,78.174178,83.461481,101.842029,10.25,7.75,0.810685,4603.9,2477.3,10,36,2,8,0,6,0,2,0,0,0,0.678389,2,10,46
hMOF-7002413,27.44028,23.196402,23.196401,60.008822,90.017084,59.998982,18.75,16.75,0.812826,3897.4,1862.3,97,110,33,36,0,0,0,0,0,0,6,1.11479,6,42,207
hMOF-5011987,19.077105,18.101397,18.10139,89.964547,87.685241,87.7167,17.75,16.75,0.854761,5444,1822.6,32,42,2,27,0,0,0,0,4,0,0,0.723152,4,31,74
hMOF-5044394,10.489711,10.489716,9.730223,89.999635,89.995178,84.528072,3.75,2.75,0.144969,54.2,75.7,32,48,2,8,0,0,0,0,2,0,0,0.889843,2,10,80
hMOF-5067329,14.51971,14.519709,9.016244,89.99682,90.0064,96.319855,8.25,6.75,0.633117,2441.6,2017,32,52,2,8,0,0,0,2,0,0,0,1.06288,2,10,84
hMOF-6001972,6.8179,10.992421,11.102228,91.887512,71.395435,71.235237,4.25,3.25,0.266094,297.1,413.9,11,23,5,10,0,0,2,0,0,0,0,1.52715,2,12,34
hMOF-5030726,11.169417,29.839131,29.839104,89.868765,89.926533,90.042299,21.75,20.75,0.899874,4918.7,1701.5,15,97,21,21,0,0,0,0,4,0,0,0.937773,4,25,112
hMOF-6002690,6.8179,14.125469,16.30555,95.884114,103.45525,100.398878,7.25,6.25,0.62932,2315.3,1907.2,42,36,0,10,0,0,2,0,0,0,0,1.27275,2,12,78
hMOF-5072810,11.792241,15.944551,10.268362,89.993764,89.999626,83.846077,10.25,9.25,0.814426,5094.3,2597.2,4,22,2,8,2,0,0,2,0,0,0,0.432465,2,10,26
hMOF-5047434,15.944551,15.944551,15.021413,89.996935,89.997174,96.501262,11.75,10.25,0.763416,5290.1,2596.7,42,50,2,20,0,0,0,0,2,0,0,0.891459,2,22,92
hMOF-1003425,14.560438,14.560438,14.560438,90.001034,60.000713,60.000094,4.75,3.75,0.346023,581.3,1013.2,16,48,0,32,0,0,0,0,0,8,6,2.30669,6,38,64
hMOF-5048819,10.65455,9.730223,17.038278,89.988929,87.797716,90.000649,8.75,6.75,0.722151,1734.7,2076.4,10,28,2,8,0,0,0,0,2,8,0,1.38348,2,10,38
hMOF-1000334,6.8179,11.102289,16.418042,93.889356,103.389568,108.605707,8.25,7.25,0.685464,2195.3,1868.2,14,24,0,11,0,0,2,0,0,0,0,1.28675,2,13,38
hMOF-5025826,18.101398,21.295412,18.101395,90.025462,89.971165,89.977775,18.75,17.75,0.869578,5372.9,1753.5,51,44,23,13,0,0,0,0,4,0,0,0.76738,4,17,95
hMOF-5024042,10.685661,21.295417,10.686551,94.411227,99.072622,85.650573,7.25,6.25,0.744739,4009.2,2769.3,12,24,16,13,0,0,0,0,4,0,0,1.21722,4,17,36
hMOF-6000835,6.8179,14.858565,14.85834,94.732201,104.519754,104.523916,0,0,8.00E-10,0,0,0,64,0,40,0,0,8,0,0,0,0,0,8,48,64
hMOF-3191,12.759401,19.077068,12.759393,92.262348,89.979062,92.328499,11.25,10.25,0.794465,3958.2,2107,24,30,10,13,0,0,0,0,4,0,0,0.87762,4,17,54
hMOF-3983,19.805407,19.077068,19.805399,92.267915,89.983114,92.327086,9.75,5.25,0.770392,5166.4,2777.2,66,92,22,26,0,0,0,0,8,0,0,1.16424,8,34,158
hMOF-5029292,25.639243,25.63924,25.639234,90.032088,90.023148,90.035481,24.75,23.75,0.92715,4924.3,1075,19,101,23,25,0,0,0,0,4,0,0,0.611648,4,29,120
hMOF-5055831,15.9953,23.532357,15.07222,89.993295,89.985917,83.150049,6.25,4.25,0.620387,1419.2,1992,38,104,8,24,0,0,0,0,4,34,0,1.62952,4,28,142
hMOF-5062636,14.519709,14.519709,12.99646,90.00709,90.000034,96.319855,4.25,3.25,0.312641,585.6,747.4,0,80,8,32,0,0,0,8,0,0,0,0.733086,8,40,80
hMOF-5056388,23.532355,23.532357,22.610064,89.998517,89.997644,82.827896,11.25,9.75,0.87476,4573.1,2352.9,176,212,16,40,0,0,0,0,4,0,0,2.51172,4,44,388
hMOF-5044337,15.99535,15.99535,15.07222,90.001101,89.991149,83.492375,5.25,3.25,0.421548,1024.4,958.5,48,100,28,16,0,0,0,0,4,0,0,2.10269,4,20,148
hMOF-13440,13.033304,13.031981,13.032268,90.931652,89.077769,76.681394,10.75,9.25,0.782217,3761.4,2227.5,22,23,0,13,0,0,0,0,4,0,0,0.733137,4,17,45
hMOF-5050058,17.019282,17.038272,14.750779,76.426773,106.379547,87.241387,7.25,5.25,0.569971,1456.7,1723.1,30,96,4,16,0,30,0,0,4,0,0,3.44004,4,20,126
hMOF-5066985,10.65455,9.016244,10.654548,90.000363,84.484601,90.010882,6.25,4.75,0.419648,474.9,836.7,12,30,2,8,0,12,0,2,0,0,0,2.93863,2,10,42
hMOF-6005039,13.6358,27.923496,11.020452,95.762595,72.703313,81.036054,8.75,7.25,0.717488,1437.4,1794.3,20,72,2,24,0,0,4,0,0,18,0,1.46821,4,28,92
hMOF-5038178,11.792241,14.519709,10.868271,89.993918,89.999893,83.93678,4.25,3.25,0.255711,312.8,403.3,0,48,6,24,0,0,0,0,6,0,0,0.456577,6,30,48
hMOF-5044113,15.99535,15.995292,13.101039,93.364742,86.645958,83.480495,12.75,11.25,0.800178,5529.1,2427.9,16,32,2,8,10,0,0,0,2,0,0,0.595913,2,10,48
hMOF-12062,19.077105,12.759394,19.077579,87.677447,85.300666,87.711291,11.75,10.25,0.789225,4432.3,2278.5,56,60,4,21,0,0,0,0,4,0,0,2.11241,4,25,116
hMOF-6002093,6.8179,17.253917,10.99241,97.468994,108.764651,102.659311,4.75,3.75,0.525133,1326.2,1394.7,40,34,2,10,0,0,2,0,0,0,0,4.95579,2,12,74
hMOF-5019927,21.395362,19.120786,21.395355,92.459295,90.04394,92.480156,20.75,18.25,0.891008,4413.9,1420.4,19,56,0,13,0,15,0,0,4,0,0,0.614364,4,17,75
hMOF-5041752,10.540539,10.723024,9.798715,90.003391,89.998989,95.50332,6.25,5.25,0.436136,578.6,1280.9,8,18,2,8,0,0,0,0,2,12,0,1.00464,2,10,26
hMOF-7963,8.497374,8.497374,17.077404,90.003463,89.998682,90.005237,3.75,2.75,0.245375,8.2,17.5,10,36,0,26,0,6,0,0,8,0,0,2.46638,8,34,46
hMOF-5018401,18.050591,16.959454,16.959447,90.026736,89.978541,89.983919,13.25,11.75,0.836772,4714.6,2099.7,42,60,0,23,0,0,0,0,4,0,0,1.051,4,27,102
hMOF-19869,10.65455,16.109301,15.186229,89.992751,89.997249,96.026794,9.75,9.25,0.73588,2704.1,2040.1,46,53,2,21,0,0,0,0,2,0,0,1.61642,2,23,99
hMOF-5016257,12.759401,18.050589,12.759393,89.970454,89.979062,90.029746,8.25,5.75,0.671962,3271.7,2263.6,34,60,0,13,0,0,0,0,4,0,0,1.99247,4,17,94
hMOF-5048744,15.944551,15.944551,15.021413,90.002826,90.003065,96.501262,7.25,4.25,0.599582,3209,2137.9,58,98,2,8,0,0,0,0,2,0,0,2.24148,2,10,156
hMOF-5002799,17.077404,16.625545,17.077396,89.972074,89.978556,90.023805,7.75,4.75,0.791941,4858.9,3055.3,32,72,0,26,0,0,0,0,8,0,0,1.43242,8,34,104
hMOF-5059742,16.992694,11.792241,15.455313,92.683265,87.142206,87.430819,5.75,4.25,0.553193,1514,1576.3,32,60,48,16,0,0,0,4,0,0,0,2.93794,4,20,92
hMOF-5055369,23.532407,23.532355,10.868271,90.001502,89.990218,82.838088,13.25,11.75,0.747764,3547.2,2001,68,124,6,16,0,0,0,0,2,0,0,1.69278,2,18,192
hMOF-6002588,6.8179,11.102193,16.30555,93.873718,103.45525,108.604125,5.25,4.25,0.498809,1541.1,1462.4,20,30,0,10,0,0,2,0,0,0,0,3.89233,2,12,50
hMOF-5080425,10.540539,23.532407,9.016244,89.993097,89.994699,83.687085,7.75,6.25,0.668912,2001.5,1809.2,54,44,22,12,0,0,0,2,0,0,0,2.28918,2,14,98
hMOF-5076452,17.699083,19.18893,16.176319,89.988074,89.998611,83.213899,6.25,3.25,0.444917,972.8,991.1,72,132,18,66,0,0,0,6,0,0,0,1.22889,6,72,204
hMOF-5048571,15.944545,15.944551,15.021413,89.996935,90.004532,83.497455,2.75,1.75,0.0115133,0,0,72,152,8,52,0,0,0,0,8,0,0,0,8,60,224
hMOF-5004844,16.625548,14.908932,14.908308,90.20983,86.722035,93.300782,13.25,11.75,0.832121,3514.9,1863.5,3,32,0,13,0,9,0,0,4,0,0,0.836892,4,17,35
hMOF-5045890,10.489741,9.565339,14.04422,90.000736,88.864026,90.0009,3.25,2.25,0.103449,8.6,21.4,16,48,4,16,0,0,0,0,4,12,0,0.0686486,4,20,64
hMOF-5065143,12.837943,12.503572,12.811415,91.877684,89.411917,93.890817,10.75,9.75,0.755771,3811,2251.3,14,28,2,14,0,0,0,2,0,0,0,0.506515,2,16,42
hMOF-5018242,18.050589,18.050591,15.29672,99.657105,99.64698,90.024669,7.75,6.25,0.588402,1509.3,1789.1,22,88,0,26,0,0,0,0,8,18,0,1.77279,8,34,110
hMOF-19323,9.065218,16.992695,8.140239,89.996131,89.997198,87.842054,6.75,5.75,0.65706,2849.7,2337.6,8,18,4,13,0,0,0,0,2,0,0,0.840861,2,15,26
hMOF-5079262,23.532361,23.532407,22.010155,90.00288,90.010098,82.839173,10.25,7.75,0.827257,2792.5,2403.4,32,160,16,40,0,0,0,4,0,40,0,0.6414,4,44,192
hMOF-5058154,10.489716,27.732048,9.565339,90.003958,90.003468,83.585895,8.25,6.25,0.699613,2368.5,1911,28,54,4,30,0,0,0,0,2,0,0,0.957171,2,32,82
hMOF-5001347,10.68622,13.897448,10.686551,85.592616,90.308082,94.39946,10.25,9.25,0.733449,2758.6,2321.2,2,14,0,13,0,0,0,0,4,2,0,0.945304,4,17,16
hMOF-5063141,14.853567,14.519709,13.330367,89.994415,89.995418,83.657538,9.75,8.25,0.776585,3400.3,2150,44,54,2,15,0,0,0,2,0,0,0,1.87958,2,17,98
hMOF-6004715,6.8179,14.125369,19.453114,96.282118,101.709288,100.397648,10.75,10.25,0.76515,1889.3,1777.9,5,24,4,10,0,0,2,0,0,5,0,0.641035,2,12,29
hMOF-5078166,15.944551,19.18893,14.421503,89.999163,89.996859,83.32176,14.75,13.75,0.834351,5070.5,2076.4,13,40,6,8,0,7,0,2,0,0,0,0.476513,2,10,53
hMOF-5080285,14.04422,23.532407,12.503572,93.496478,86.16475,88.018778,7.25,4.25,0.699664,2867,2416.9,22,80,8,24,0,10,0,4,0,0,0,2.51676,4,28,102
hMOF-5061373,14.519709,9.065218,7.540329,90.003038,89.99546,95.651985,3.75,2.75,0.2392,128.7,184.8,0,24,4,16,0,0,0,4,0,0,0,0.235391,4,20,24
hMOF-6002430,6.8179,16.30555,16.417825,95.393303,103.385495,103.45525,8.75,8.25,0.68051,4309.1,2620.8,15,26,0,10,0,1,2,0,0,0,0,1.02025,2,12,41
hMOF-5082032,27.732048,12.837942,11.295483,85.469583,85.926381,91.264203,6.25,3.25,0.603317,1793.5,1639,56,116,8,24,0,0,0,4,0,0,0,2.93945,4,28,172
hMOF-5042330,10.540514,10.54051,13.596369,89.996501,89.994172,84.514235,8.25,7.75,0.523541,1559.4,1658.7,24,24,28,8,0,0,0,0,2,0,0,0.497948,2,10,48
hMOF-5024928,16.959455,21.295417,16.959447,90.035193,90.014322,90.027454,17.25,15.75,0.880037,4672.1,1690,24,52,4,23,0,0,0,0,4,0,0,0.995688,4,27,76
